"Order","Line","SO# line","Order date","Bill To Location","Ship To Location","Ordered Item"," ","Item Description"," ","Unit Selling Price","Extended Price","Status","*Order Date","Request Date","Promise Date","cs name","Order Type","RBO","unit","Packing Instruction"
"75798339","2.1","75798339-2","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","3380","0.01144","38.67","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","3.1","75798339-3","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","4280","0.01144","48.96","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","4.1","75798339-4","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","2380","0.01144","27.23","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","5.1","75798339-5","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770798 001A/095A","WZ119340A","WL.EUROPE ADIDAS.62770798 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG PARLEY.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","5610","0.01381","77.47","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","6.1","75798339-6","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770798 001A/095A","WZ119340A","WL.EUROPE ADIDAS.62770798 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG PARLEY.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","70","0.01381","0.97","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","7.1","75798339-7","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770798 001A/095A","WZ119340A","WL.EUROPE ADIDAS.62770798 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG PARLEY.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","5190","0.01381","71.67","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","8.1","75798339-8","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770798 001A/095A","WZ119340A","WL.EUROPE ADIDAS.62770798 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG PARLEY.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","8270","0.01381","114.21","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","9.1","75798339-9","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770798 001A/095A","WZ119340A","WL.EUROPE ADIDAS.62770798 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG PARLEY.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","760","0.01381","10.5","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","10.1","75798339-10","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","8230","0.01144","94.15","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","11.1","75798339-11","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","2310","0.01144","26.43","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","12.1","75798339-12","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","1210","0.01144","13.84","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","13.1","75798339-13","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","4100","0.01144","46.9","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","14.1","75798339-14","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","2350","0.01144","26.88","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","15.1","75798339-15","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","1350","0.01144","15.44","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","16.1","75798339-16","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","2470","0.01144","28.26","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","17.1","75798339-17","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","690","0.01144","7.89","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","18.1","75798339-18","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","4710","0.01144","53.88","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","19.1","75798339-19","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","2450","0.0129","31.61","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","20.1","75798339-20","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","6900","0.0129","89.01","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","21.1","75798339-21","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","2800","0.0129","36.12","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","22.1","75798339-22","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","5570","0.0129","71.85","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","23.1","75798339-23","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","3040","0.0129","39.22","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","24.1","75798339-24","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","3270","0.0129","42.18","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","25.1","75798339-25","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","1650","0.0129","21.29","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","26.1","75798339-26","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","1300","0.0129","16.77","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","27.1","75798339-27","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","1880","0.0129","24.25","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","28.1","75798339-28","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","1260","0.0129","16.25","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","29.1","75798339-29","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","1080","0.0129","13.93","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","30.1","75798339-30","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","20440","0.0129","263.68","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","31.1","75798339-31","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","9630","0.0129","124.23","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","32.1","75798339-32","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","3910","0.01144","44.73","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","33.1","75798339-33","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","4730","0.01144","54.11","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","34.1","75798339-34","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","1650","0.01144","18.88","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","35.1","75798339-35","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770797 001A/095A","WZ112420A","WL.EUROPE ADIDAS.62770797 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).SS22 SIZE LABEL BIG ORI.WOMENS KIDS LONG.ALPHA & NUMERIC.CENTRE FOLD LOOP.SEP..88.","2560","0.0129","33.02","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","36.1","75798339-36","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","1420","0.01144","16.24","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","37.1","75798339-37","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","11200","0.01144","128.13","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","38.1","75798339-38","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","620","0.01144","7.09","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","39.1","75798339-39","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","4440","0.01144","50.79","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75798339","40.1","75798339-40","5-Apr","Avery Dennison RBIS (Cambodia) Trading","Avery Dennison RBIS (Cambodia) Trading","62770793 001A/095A","WZ112361A","WL.EUROPE ADIDAS.62770793 001A/095A.WHITE/BLACK.100% RECYCLE (GRS CERT+TC1).(SS22 SIZE LABEL SMALL ORI.WOMENS KIDS SHORT ALPHA)..CENTRE FOLD LOOP.SEP..88.","2770","0.01144","31.69","Supply Eligible","","15-Apr-22","","0141992............","VN INTERCO","EUROPE ADIDAS","USD","KHONG KIM LOAI"
"75800032","2.1","75800032-2","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","10","241","2410","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","4.1","75800032-4","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","30","241","7230","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","6.1","75800032-6","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","10","241","2410","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","7.1","75800032-7","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","30","32","960","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","8.1","75800032-8","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","10","32","320","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","9.1","75800032-9","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","90","32","2880","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","10.1","75800032-10","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","30","32","960","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","11.1","75800032-11","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","30","32","960","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800032","12.1","75800032-12","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","10","32","320","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800031","2.1","75800031-2","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","330","32","10560","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800030","1.1","75800030-1","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","105","241","25305","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800030","2.1","75800030-2","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681929","1-254440-000-02","NIKE INC.IM#681929.NIKE NON-RFID UPC All EMEA cou.Trim#151745.....","110","241","26510","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800030","3.1","75800030-3","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","105","32","3360","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800030","4.1","75800030-4","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","110","32","3520","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800029","2.1","75800029-2","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","315","32","10080","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800028","2.1","75800028-2","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","IM#681918 NEW","1-254438-000-01","NIKE INC.IM#681918.NIKE NON-RFID UPC USA.Trim#178120.....","235","241","56635","Supply Eligible","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
"75800028","3.1","75800028-3","5-Apr","CONG TY TNHH GREENTECH HEADGEAR","GREENTECH HEADGEAR COMPANY LIMITED","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","VN FREIGHT CHARGE 1","705","32","22560","Awaiting Fulfillment","","15-Apr-22","","0129413..........","VN GEN - VAT","NIKE INC","VND","0"
